Date,AMZN,CAT,DE,EXC,GOOG,JNJ,JPM,META,PFE,PG
2016-02-08,24.405000686645508,51.513999938964844,65.91581726074219,16.51287078857422,33.97607421875,78.38806915283203,43.851341247558594,99.28208923339844,18.40781021118164,64.18095397949219
2016-02-09,24.103500366210938,50.99550247192383,66.77964782714844,16.298555374145508,33.745662689208984,78.364990234375,43.587642669677734,99.07307434082031,18.755857467651367,64.19647216796875
2016-02-10,24.52400016784668,49.56766128540039,66.20661163330078,16.035757064819336,34.04475021362305,78.18060302734375,43.060237884521484,100.52621459960938,19.007219314575195,63.40413284301758
2016-02-11,25.19099998474121,48.9853515625,65.35134887695312,15.61837387084961,33.99448776245117,78.15750885009766,41.16006088256836,101.43196105957031,18.775196075439453,62.06798553466797
2016-02-12,25.354000091552734,50.37331771850586,66.94212341308594,15.695667266845703,33.95915603637695,78.24972534179688,44.588130950927734,101.53148651123047,18.923431396484375,62.91471481323242
2016-02-16,26.05500030517578,52.01653289794922,68.25923156738281,15.98422622680664,34.38712692260742,78.63399505615234,45.255126953125,101.13336181640625,19.213470458984375,63.28760528564453
2016-02-17,26.704999923706055,53.651771545410156,69.64479064941406,16.020292282104492,35.25302505493164,78.77232360839844,45.58087921142578,104.70651245117188,19.097461700439453,64.04888153076172
2016-02-18,26.25,52.74242401123047,68.7040023803711,16.20579719543457,34.703128814697266,80.10955810546875,44.8363151550293,102.98462677001953,19.04589080810547,63.68375015258789
2016-02-19,26.7450008392334,52.18402099609375,65.8559341430664,16.09758949279785,34.88029479980469,80.62814331054688,44.84406661987305,104.07947540283203,19.007219314575195,63.53617858886719
2016-02-22,27.975000381469727,53.691654205322266,67.0533218383789,16.329463958740234,35.15648651123047,81.08487701416016,45.42577362060547,106.6573257446289,19.3681583404541,63.80027770996094
2016-02-23,27.64699935913086,52.47119903564453,65.97566986083984,16.071819305419922,34.628482818603516,80.56624603271484,43.52558517456055,104.96529388427734,19.310152053833008,63.55171585083008
2016-02-24,27.70199966430664,52.55097198486328,67.56648254394531,16.36039161682129,34.8131103515625,81.24744415283203,43.54110336303711,106.37863159179688,19.348825454711914,63.35750961303711
2016-02-25,27.75749969482422,53.0215950012207,68.07962799072266,16.478906631469727,35.12114715576172,82.34661865234375,44.215843200683594,107.56304931640625,19.71620750427246,63.963417053222656
2016-02-26,27.761499404907227,53.34067153930664,67.96842956542969,16.350080490112305,35.08731460571289,81.88219451904297,44.626922607421875,107.41375732421875,19.48417854309082,63.00016784667969
2016-02-29,27.625999450683594,54.00275421142578,68.57569122314453,16.22641372680664,34.724029541015625,81.44095611572266,43.66518020629883,106.41844177246094,19.123239517211914,62.37095260620117
2016-03-01,28.95199966430664,55.11148452758789,69.31981658935547,16.37069320678711,35.77107238769531,82.99684143066406,45.914371490478516,109.30484771728516,19.361711502075195,63.10116958618164
2016-03-02,29.010499954223633,55.34285354614258,69.99544525146484,16.654098510742188,35.7730598449707,82.8575210571289,46.34868621826172,109.43423461914062,19.32304573059082,64.1265640258789
2016-03-03,28.874500274658203,57.23332595825195,71.56058502197266,17.045717239379883,35.45307540893555,82.5556411743164,46.50381088256836,109.06597137451172,19.26503562927246,64.35183715820312
2016-03-04,28.756999969482422,58.10280227661133,72.59548950195312,17.19000244140625,35.37693786621094,82.43950653076172,46.573612213134766,107.88155364990234,19.149030685424805,64.85677337646484
2016-03-07,28.139999389648438,59.64231872558594,73.27969360351562,17.478567123413086,34.594146728515625,82.62529754638672,46.488304138183594,105.23403930664062,19.200584411621094,64.5538101196289
2016-03-08,28.01300048828125,57.217376708984375,71.71453094482422,17.638301849365234,34.53492736816406,82.22274017333984,45.58863067626953,105.43309783935547,18.923431396484375,64.52274322509766
2016-03-09,27.973499298095703,57.32905578613281,71.02176666259766,17.607385635375977,35.09577560424805,82.70270538330078,45.852325439453125,107.00569152832031,19.168357849121094,64.44503784179688
2016-03-10,27.946500778198242,56.922245025634766,70.45731353759766,17.895944595336914,35.47298049926758,82.93492889404297,45.456787109375,106.81658172607422,19.071672439575195,63.91682052612305
2016-03-11,28.480499267578125,58.070899963378906,70.94480895996094,17.895944595336914,36.16968536376953,83.37617492675781,46.02296829223633,108.89676666259766,19.658199310302734,63.50511932373047
2016-03-14,28.668500900268555,58.01506805419922,70.00399780273438,17.854717254638672,36.35232162475586,83.33744812011719,45.852325439453125,109.37451934814453,19.400386810302734,63.05453872680664
2016-03-15,28.85099983215332,57.78374099731445,68.97769165039062,17.777429580688477,36.24482727050781,83.41487121582031,45.914371490478516,110.15086364746094,19.03944969177246,63.16331481933594
2016-03-16,28.713499069213867,59.2993049621582,69.62769317626953,17.921714782714844,36.63100051879883,83.1439437866211,45.69721603393555,111.65377044677734,18.717182159423828,63.18662643432617
2016-03-17,27.972000122070312,60.54369354248047,71.03887176513672,17.988693237304688,36.71510314941406,82.62529754638672,45.565364837646484,110.49920654296875,18.91054344177246,64.28192901611328
2016-03-18,27.604000091552734,60.200714111328125,70.67109680175781,17.95262336730957,36.706146240234375,83.21357727050781,46.9071159362793,110.92720031738281,18.981443405151367,64.59266662597656
2016-03-21,27.698999404907227,60.53570556640625,70.74810028076172,17.973236083984375,36.92958068847656,83.04329681396484,46.89160919189453,111.32532501220703,19.38105010986328,64.7247314453125
2016-03-22,28.02400016784668,60.264495849609375,70.35469818115234,18.035076141357422,36.86289596557617,83.12069702148438,46.72097396850586,111.72344970703125,19.580860137939453,64.274169921875
2016-03-23,28.48150062561035,58.77284622192383,69.14017486572266,17.890796661376953,36.729034423828125,83.98767852783203,46.488304138183594,112.0120849609375,19.458396911621094,64.33629608154297
2016-03-24,29.147499084472656,60.057090759277344,68.62701416015625,18.19481086730957,36.59168243408203,83.8405990600586,46.13153839111328,112.51969146728516,19.387495040893555,64.39067840576172
2016-03-28,28.993499755859375,60.08103942871094,68.567138671875,18.117517471313477,36.503604888916016,83.77867889404297,46.069496154785156,113.15670013427734,19.194135665893555,64.18095397949219
2016-03-29,29.69300079345703,60.63144302368164,69.3685531616211,18.3906192779541,37.062950134277344,84.48307037353516,45.78253173828125,115.59519958496094,19.3681583404541,64.32076263427734
2016-03-30,29.934499740600586,61.030269622802734,69.04109954833984,18.256643295288086,37.34959411621094,84.35922241210938,46.30992889404297,114.16195678710938,19.38105010986328,64.22754669189453
2016-03-31,29.68199920654297,61.05421447753906,66.34391784667969,18.47821807861328,37.0719108581543,83.75546264648438,45.92987823486328,113.56476593017578,19.10390281677246,63.94013595581055
2016-04-01,29.924999237060547,61.253604888916016,65.92163848876953,18.375164031982422,37.31874084472656,84.52178955078125,46.43402099609375,115.51557159423828,19.361711502075195,64.88785552978516
2016-04-04,29.659500122070312,60.400108337402344,65.40463256835938,18.297868728637695,37.088829040527344,84.05732727050781,46.254302978515625,112.02204132080078,19.79999542236328,64.63928985595703
2016-04-05,29.30699920654297,60.0172119140625,65.5511245727539,17.828962326049805,36.716094970703125,84.33602142333984,45.59800338745117,111.69359588623047,20.21249008178711,64.60043334960938
2016-04-06,30.104000091552734,60.00127410888672,65.7837905883789,17.679521560668945,37.108734130859375,84.69981384277344,45.94960021972656,113.17659759521484,21.224407196044922,65.10535430908203
2016-04-07,29.571500778198242,59.163700103759766,65.64591217041016,17.700132369995117,36.83951187133789,84.5837173461914,44.78541564941406,113.10692596435547,21.114835739135742,64.66256713867188
2016-04-08,29.729999542236328,59.307308197021484,65.7579345703125,17.880483627319336,36.78327941894531,84.45211791992188,45.11357498168945,110.11104583740234,20.947261810302734,64.63150024414062
2016-04-11,29.796499252319336,59.5306396484375,65.27536010742188,17.798036575317383,36.63149642944336,84.35150146484375,45.47298812866211,108.4787368774414,20.55409049987793,64.2663803100586
2016-04-12,30.15850067138672,60.70321273803711,66.00782775878906,18.076290130615234,36.979347229003906,84.83916473388672,46.31680679321289,110.09114074707031,20.59921646118164,64.34407806396484
2016-04-13,30.740999221801758,63.12020492553711,67.61062622070312,17.91140365600586,37.408817291259766,85.04817199707031,48.27793884277344,109.99161529541016,20.973041534423828,64.05665588378906
2016-04-14,31.037500381469727,63.056392669677734,66.92125701904297,18.0041561126709,37.48246383666992,85.02494049072266,48.90299987792969,110.32005310058594,21.0439395904541,64.22893524169922
2016-04-15,31.29450035095215,63.152095794677734,66.73168182373047,17.710439682006836,37.77109909057617,85.28813934326172,48.34042739868164,109.12570190429688,20.947261810302734,64.4560775756836
2016-04-18,31.767499923706055,63.21592712402344,67.4900131225586,17.741357803344727,38.14980697631836,85.86868286132812,48.65296173095703,109.93187713623047,21.01816177368164,64.87117004394531
2016-04-19,31.395000457763672,64.12525177001953,70.97135925292969,17.93201446533203,37.518795013427734,87.22335052490234,49.47335433959961,111.76326751708984,21.198625564575195,65.22357940673828
2016-04-20,31.649499893188477,63.606754302978516,72.60860443115234,17.432191848754883,37.45608901977539,87.91999816894531,50.192161560058594,111.89265441894531,21.41777229309082,63.86869812011719
2016-04-21,31.549999237060547,63.35709762573242,71.35049438476562,17.19000244140625,37.77806854248047,87.91226959228516,49.69213104248047,112.9078598022461,21.424217224121094,63.28129196166992
2016-04-22,31.024999618530273,63.083229064941406,71.35049438476562,17.566164016723633,35.76907730102539,87.71873474121094,49.98121643066406,110.04136657714844,21.443552017211914,63.39876937866211
2016-04-25,31.309999465942383,61.85087966918945,71.01445007324219,17.607385635375977,35.98704528808594,87.86581420898438,49.69213104248047,109.58353424072266,21.40488052368164,63.759056091308594
2016-04-26,30.8439998626709,62.54356002807617,71.88480377197266,17.839256286621094,35.24009323120117,87.4013671875,49.94997024536133,108.24982452392578,21.301755905151367,62.30232238769531
2016-04-27,30.328500747680664,63.373199462890625,72.99640655517578,18.215423583984375,35.12562942504883,87.2929916381836,50.09061813354492,108.37921142578125,21.2695255279541,62.56861877441406
